route_id,pattern_id,origin,destination,station_count,station_sequence
R00671,SP001028,TON,RAM,22,TON|PDW|MRN|SPU|HCN|PLC|AFK|WHA|SDG|XSI|FKW|FKC|FKE|DVP|XUK|MTM|WAM|DEA|SDW|XMF|THP|RAM
R00672,SP001034,YVJ,NEM,15,YVJ|SHE|TMC|GIL|TIS|SAL|GRT|ADV|WCH|OVR|BSK|FNB|WOK|SUR|NEM
R00673,SP003987,MAN,BUX,13,MAN|SPT|DVN|WSR|HAZ|MDL|DSL|NMN|FNV|WBR|CEF|DVH|BUX
R00674,SP001036,MDW,BAL,14,MDW|EFL|WTR|PDW|TON|EBR|GDN|RDH|XJS|PUR|SCY|ECR|SRS|BAL
R00675,SP001037,YVP,NEM,16,YVP|YVJ|SHE|TMC|GIL|TIS|SAL|GRT|ADV|WCH|OVR|BSK|FNB|WOK|SUR|NEM
R00676,SP001038,SFR,BAL,12,SFR|CHL|GOM|DKT|REI|RDH|XJS|PUR|SCY|ECR|SRS|BAL
R00677,SP001039,HON,NEM,18,HON|AXM|CKN|YVJ|SHE|TMC|GIL|TIS|SAL|GRT|ADV|WCH|OVR|BSK|FNB|WOK|SUR|NEM
R00678,SP001043,SGH,CIC,12,SGH|NCZ|HEZ|PAW|FEG|BNR|EBL|SEB|STI|STZ|SUN|CIC
R00679,SP001045,CIC,APN,14,CIC|SUN|STZ|STI|SEB|EBL|BNR|FEG|PAW|HEZ|NCZ|SGH|REG|APN
R00680,SP001046,OKE,EXD,3,OKE|CDI|EXD
R00681,SP001050,EXD,OKE,3,EXD|CDI|OKE
R00682,SP001128,BGD,BYI,22,BGD|GFF|PGM|HNG|YSM|LNB|ECP|ABE|CPH|LVT|LLS|HHL|CDQ|CDF|GTN|CGN|EBK|DNS|CAD|BYD|BRY|BYI
R00683,SP001053,EXC,OKE,4,EXC|EXD|CDI|OKE
R00684,SP001057,DVP,FAV,19,DVP|XUK|MTM|WAM|DEA|SDW|MSR|XMF|THP|RAM|DMP|BSR|MAR|WGA|BCH|HNB|CSW|WHI|FAV
R00685,SP001058,PTH,GLQ,10,PTH|GLE|DBL|BEA|STG|LBT|CRO|LNZ|BBG|GLQ
R00686,SP001059,EXC,OKE,5,EXC|EXD|NTC|CDI|OKE
R00687,SP004615,ABD,GLQ,19,ABD|PLN|STN|LAU|MTS|ARB|CAN|BYF|DEE|PTH|GLE|DBL|BEA|STG|LBT|CRO|LNZ|BBG|GLQ
R00688,SP002822,DEE,GLQ,12,DEE|ING|PTH|GLE|DBL|BEA|STG|LBT|CRO|LNZ|BBG|GLQ
R00689,SP001063,MBR,KGX,25,MBR|TBY|EAG|YRM|NTR|THI|YRK|DON|RET|XNK|NNG|GRA|PBO|HUN|SDY|BIW|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
R00690,SP001655,ABD,PLY,73,ABD|STN|LAU|MTS|ARB|CAN|BYF|DEE|LEU|CUP|LDY|MNC|KDY|BTS|INK|HYM|EDB|PST|DRM|DUN|RSN|BWK|ALM|MPT|NCL|DHM|DAR|NTR|THI|YRK|CHF|MIK|CRG|LDS|WKF|MRP|SWN|SHF|CHD|XAJ|DBY|BUT|XWE|TAH|XKI|WTO|XLX|XOZ|BHM|SLY|KNN|LOB|BTG|BMV|XSW|XAY|ASC|CNM|YAE|BPW|FIT|BRI|BWT|TAU|TVP|EXD|DWW|DWL|TGM|NTA|TOT|IVY|PLY
R00691,SP001066,PMH,RYP,2,PMH|RYP
R00692,SP001069,ARB,GLQ,18,ARB|CAN|GOF|BYL|MON|BSI|BYF|DEE|ING|PTH|GLE|DBL|BEA|STG|CRO|LNZ|BBG|GLQ
R00693,SP002951,NMC,MAN,9,NMC|MPL|RML|BDY|BNT|RDN|RRB|ABY|MAN
R00694,SP001074,GIL,NEM,12,GIL|TIS|SAL|GRT|ADV|WCH|OVR|BSK|FNB|WOK|SUR|NEM
R00695,SP001579,XSU,ECR,12,XSU|SBM|QRP|EDW|NDL|TUH|STE|SRC|NRB|TTH|SRS|ECR
R00696,SP001078,EXD,OKE,4,EXD|NTC|CDI|OKE
R00697,SP001079,WCY,BAK,9,WCY|XGU|NWD|CYP|GIP|WNW|SRH|BAL|BAK
R00698,SP001080,OKE,EXC,4,OKE|CDI|EXD|EXC
R00699,SP001289,QRB,QRB,21,QRB|WNT|PUT|BNS|BNI|CHK|KWB|BFD|SYL|ISL|HOU|WTN|TWI|SMG|RMD|NSH|MTL|BNS|PUT|WNT|QRB
R00700,SP001084,BSK,SAL,6,BSK|OVR|WCH|ADV|GRT|SAL
R00701,SP001085,BAK,WCY,9,BAK|BAL|SRH|WNW|GIP|CYP|NWD|XGU|WCY
R00702,SP001087,SVG,MOG,21,SVG|WAS|HFN|BAY|CUF|CWH|GDH|ENC|GPK|WIH|PAL|BOP|AAP|HRN|HGY|FPK|DYP|HHY|EXR|OLD|MOG
R00703,SP001088,OKE,EXC,5,OKE|CDI|NTC|EXD|EXC
R00704,SP004228,INV,EUS,68,INV|CAG|AVM|KIN|NWR|DLW|BLA|PIT|DKD|PTH|GLE|DBL|STG|LBT|CMO|FKG|XGM|PMT|LIN|EDP|HYM|HYM|SLA|LOC|XGS|PNR|XIT|OXN|XOA|LAN|PRE|XOU|WGN|WBQ|XYJ|ACB|WSF|CRE|STA|PKG|XBJ|XPJ|BSC|XRA|AST|SCF|LEH|MGN|BHI|HIA|BKW|THL|CNL|COV|RUG|XWZ|XHN|WOL|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
R00705,SP001091,WGC,MOG,18,WGC|HAT|WMG|BPK|PBR|HDW|NBA|OKL|NSG|AAP|HRN|HGY|FPK|DYP|HHY|EXR|OLD|MOG
R00706,SP001093,GLC,LNK,9,GLC|CBL|UDD|BLH|MTH|SDM|WSH|CLU|LNK
R00707,SP003174,MOG,LET,23,MOG|OLD|EXR|HHY|DYP|FPK|HGY|HRN|AAP|BOP|PAL|WIH|GPK|ENC|GDH|CWH|CUF|BAY|HFN|WAS|SVG|HIT|LET
R00708,SP001096,MTH,CUB,5,MTH|WFF|CBC|GRL|CUB
R00709,SP001147,CDF,RHY,18,CDF|CDQ|HHL|LLS|LVT|CPH|ABE|ECP|LNB|YSM|HNG|PGM|GFF|BGD|BHD|TIR|PLT|RHY
R00710,SP001098,SAL,GIL,3,SAL|TIS|GIL
R00711,SP001201,EXD,NEM,24,EXD|EXC|PIN|CBK|WHM|FNT|HON|AXM|CKN|YVJ|SHE|TMC|GIL|TIS|SAL|GRT|ADV|WCH|OVR|BSK|FNB|WOK|SUR|NEM
R00712,SP001101,AXM,EXD,8,AXM|HON|FNT|WHM|CBK|PIN|EXC|EXD
R00713,SP001102,GIL,EXD,13,GIL|TMC|SHE|YVJ|CKN|AXM|HON|FNT|WHM|CBK|PIN|EXC|EXD
R00714,SP001103,EDB,DEE,12,EDB|HYM|EGY|INK|BTS|KDY|MNC|LDY|SPF|CUP|LEU|DEE
R00715,SP001104,FNH,QRB,20,FNH|AHT|AHV|FML|CAM|BAG|ACT|SNG|LNG|VIR|EGH|SNS|AFS|FEL|WTN|TWI|SMG|RMD|BNS|QRB
R00716,SP001105,RYP,PMH,2,RYP|PMH
R00717,SP001106,CYP,XHZ,18,CYP|SYD|FOH|HPA|BCY|NXG|SQE|ZCW|ROE|WPE|SDE|ZLW|SDC|HOX|HGG|DLJ|XIC|XHZ
R00718,SP001107,QRB,AHT,17,QRB|PUT|BNS|RMD|TWI|FEL|AFS|SNS|EGH|VIR|SNG|ACT|BAG|CAM|FML|AHV|AHT
R00719,SP001111,BDW,NBY,4,BDW|HGD|KIT|NBY
R00720,SP002735,YVP,GCR,17,YVP|CLC|BRU|FRO|WSB|TRO|BOA|AVF|FFD|BTH|OLF|KYN|BRI|FIT|BPW|YAE|GCR
R00721,SP001114,LDS,SHF,13,LDS|XES|WDS|CFD|NOR|WKK|DRT|BNY|WOM|ELR|CLN|MHS|SHF
R00722,SP001116,YVJ,SAL,8,YVJ|YVP|CLC|BRU|FRO|WSB|WMN|SAL
R00723,SP001117,HAZ,MAN,5,HAZ|WSR|DVN|SPT|MAN
R00724,SP002625,CRE,MAN,14,CRE|SDB|HCH|GTR|CEL|ALD|WML|SYA|MIA|HDG|GTY|BNA|MAU|MAN
R00725,SP003123,NEM,PMH,19,NEM|SUR|WOK|GLD|FNC|GOD|MLF|WTY|HSL|LIP|LIS|PTR|RLN|HAV|BDH|HLS|FTN|PMS|PMH
R00726,SP001652,BDW,PAD,13,BDW|HGD|KIT|NBY|NRC|THA|THE|RDG|TWY|MAI|SLO|STL|PAD
R00727,SP002025,HRH,PBO,56,HRH|LVN|FGT|IFI|CRW|TBD|GTW|HOR|SAF|ELD|RDH|MHM|CDS|XJS|PUR|PUO|SCY|ECR|NWD|ANZ|PNW|SYD|FOH|HPA|BCY|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|XKB|FPK|HGY|HRN|AAP|NSG|OKL|NBA|HDW|PBR|BPK|HAT|WGC|XGN|KBW|SVG|HIT|ARL|BIW|SDY|SNO|HUN|XHO|PBO
R00728,SP001131,BGD,BYI,21,BGD|PGM|HNG|YSM|LNB|ECP|ABE|CPH|LVT|LLS|HHL|CDQ|CDF|GTN|CGN|EBK|DNS|CAD|BYD|BRY|BYI
R00729,SP004057,HBD,LDS,10,HBD|MYT|SOW|BGH|MIR|DEW|BTL|MLY|COT|LDS
R00730,SP001136,BBN,MCV,8,BBN|DWN|BMC|HID|BON|SLD|SFD|MCV
R00731,SP001195,TON,GLM,18,TON|PDW|BEG|YAL|WTR|EFL|MDW|MDB|AYL|NHE|SDA|HAI|CUX|SOO|XRJ|RTR|CTM|GLM
R00732,SP001145,MDW,SOO,8,MDW|MDB|AYL|NHE|SDA|HAI|CUX|SOO
R00733,SP001153,SOO,TON,14,SOO|CUX|HAI|SDA|NHE|AYL|MDB|MDW|EFL|WTR|YAL|BEG|PDW|TON
R00734,SP001148,PDW,SOO,13,PDW|BEG|YAL|WTR|EFL|MDW|MDB|AYL|NHE|SDA|HAI|CUX|SOO
R00735,SP001154,SBT,SBT,1,SBT
R00736,SP001155,HFX,LDS,6,HFX|LMR|BDI|NPD|BLE|LDS
R00737,SP001849,NEM,SOU,26,NEM|SUR|WOK|WPL|GLD|FNC|GOD|MLF|WTY|HSL|LIP|LIS|PTR|RLN|HAV|BDH|CSA|PTC|FRM|SNW|HME|NTL|SHO|WLS|SDN|SOU
R00738,SP001158,MAN,MIA,3,MAN|HDG|MIA
R00739,SP004226,BAA,SOU,18,BAA|CCH|FSB|BOH|NUT|SOB|EMS|WBL|HAV|CSA|PTC|FRM|SNW|HME|SHO|WLS|SDN|SOU
R00740,SP001160,CCH,BTN,18,CCH|BAA|FOD|XXA|ANG|GBS|DUR|WWO|WRH|EWR|LAC|SSE|SWK|FSG|PLD|AGT|HOV|BTN
R00741,SP001161,BSK,RDG,5,BSK|BMY|MOR|RGP|RDG
R00742,SP002189,BTN,PMH,27,BTN|HOV|PLD|SWK|SSE|LAC|WRH|WWO|DUR|GBS|ANG|XXA|FOD|BAA|CCH|FSB|BOH|NUT|SOB|EMS|WBL|HAV|BDH|HLS|FTN|PMS|PMH
R00743,SP001169,PMS,BTN,22,PMS|FTN|HAV|EMS|CCH|BAA|FOD|XXA|ANG|GBS|DUR|WWO|WRH|EWR|LAC|SSE|SWK|FSG|PLD|AGT|HOV|BTN
R00744,SP001166,BNP,EXM,20,BNP|UMB|KGN|EGG|LAP|MRD|COP|YEO|CDI|EXD|EXC|SJP|POL|DIG|NCO|TOP|EXN|LYC|LYM|EXM
R00745,SP001170,ASN,QRB,18,ASN|CHY|VIR|EGH|SNS|AFS|FEL|HOU|ISL|SYL|BFD|KWB|CHK|BNI|BNS|PUT|WNT|QRB
R00746,SP001382,NEM,WEY,34,NEM|SUR|WOK|FNB|FLE|BSK|MIC|WIN|SHW|XEW|ESL|SOA|SDN|SOU|RDB|TTN|BCU|SWY|NWM|HNA|CHR|POK|BMH|BSM|PKS|POO|HAM|HOL|WRM|WOO|MTN|DCH|UPW|WEY
R00747,SP001882,PMH,NEM,26,PMH|PMS|FTN|HLS|CSA|PTC|FRM|BOE|HDE|ESL|XEW|SHW|WIN|MIC|BSK|HOK|WNF|FLE|FNB|BKO|WOK|BFN|WYB|WAL|SUR|NEM
R00748,SP001174,BTN,PMH,26,BTN|HOV|PLD|SSE|LAC|EWR|WRH|WWO|DUR|GBS|ANG|XXA|FOD|BAA|CCH|FSB|BOH|NUT|SOB|EMS|WBL|HAV|HLS|FTN|PMS|PMH
R00749,SP003855,KGX,ABD,60,KGX|XKB|FPK|HRN|AAP|NSG|NBA|HDW|PBR|BPK|HAT|WGC|XGN|KBW|SVG|HIT|ARL|BIW|SDY|SNO|HUN|XHO|PBO|GRA|NNG|XNK|RET|DON|YRK|THI|NTR|DAR|DHM|NCL|MPT|ALM|BWK|RSN|DUN|DRM|PST|EDB|HYM|EGY|DAM|NQU|INK|BTS|KDY|LDY|CUP|LEU|DEE|BYF|CAN|ARB|MTS|LAU|STN|ABD
R00750,SP001178,INV,EDB,31,INV|IVA|NRN|FOR|ELG|KEH|HNT|INS|INR|KTR|DYC|ABD|STN|LAU|MTS|ARB|CAN|BYF|DEE|LEU|CUP|LDY|KDY|BTS|INK|NQU|DAM|EGY|SGL|HYM|EDB
R00751,SP001180,RDH,GTW,5,RDH|ELD|SAF|HOR|GTW
R00752,SP001182,WSB,WMN,3,WSB|DMH|WMN
R00753,SP001183,EAD,SOU,37,EAD|RAY|NEM|BRS|SUR|ESH|HER|WAL|WYB|BFN|WBY|WOK|WPL|GLD|FNC|GOD|MLF|WTY|HSL|LIP|LIS|PTR|RLN|HAV|BDH|CSA|PTC|FRM|SNW|BUO|HME|NTL|SHO|WLS|BTE|SDN|SOU
R00754,SP004088,GFD,PAD,7,GFD|SGN|CBP|DRG|WEA|EAL|PAD
R00755,SP001185,WEA,GFD,5,WEA|DRG|CBP|SGN|GFD
R00756,SP001188,SAL,YVJ,8,SAL|WMN|WSB|FRO|BRU|CLC|YVP|YVJ
R00757,SP001189,WEY,NEM,25,WEY|DCH|MTN|WOO|WRM|HAM|POO|PKS|BSM|BMH|BCU|TTN|RDB|SOU|SDN|SOA|ESL|XEW|WIN|MIC|BSK|FNB|WOK|SUR|NEM
R00758,SP001191,CRE,MAN,8,CRE|SDB|CEL|ALD|WML|CHU|SPT|MAN
R00759,SP003949,FOK,RDC,20,FOK|SUT|WYL|CRD|ERD|GVH|AST|DUD|XOZ|BHM|FWY|UNI|SLY|BRV|KNN|NFD|LOB|BTG|ALV|RDC
R00760,SP002819,LIV,LLD,16,LIV|EDG|ALE|RUN|FRD|HSB|CTR|SHT|FLN|PRT|RHL|AGL|CWB|LLJ|DGY|LLD
R00761,SP001202,EXD,NEM,23,EXD|EXC|PIN|CBK|FNT|HON|AXM|CKN|YVJ|SHE|TMC|GIL|TIS|SAL|GRT|ADV|WCH|OVR|BSK|FNB|WOK|SUR|NEM
R00762,SP003019,SUO,BDM,30,SUO|CSH|HCB|MIJ|MTC|STE|TUH|HNH|LGJ|EPH|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|BCZ|HEN|MIL|ELS|RDT|SAC|HPD|LTN|LUT|LEA|HLN|FLT|BDM
R00763,SP001208,CRE,CTR,2,CRE|CTR
R00764,SP002539,LCN,NOT,15,LCN|HKM|SWD|CLM|NNG|XNK|NCT|ROL|FSK|BSB|THU|LOW|BUJ|CTO|NOT
R00765,SP004490,CLE,LIV,41,CLE|NCE|GMD|GMB|GCT|HLI|SLL|HAB|BTB|SCU|ALP|CWE|TNS|HFS|KKS|DON|MEX|RMC|MHS|SHF|DOR|GRN|BAM|EDL|HAZ|WSR|DVN|SPT|HTC|LVM|MAN|MCO|DGT|BWD|WAC|HGN|HNX|ALE|MSH|EDG|LIV
R00766,SP001214,CDB,PPD,9,CDB|CDQ|CYS|LLN|RDR|TAF|TRE|TRF|PPD
R00767,SP001215,LCN,NNG,2,LCN|NNG
R00768,SP001216,KID,SAV,32,KID|BKD|SBJ|LYE|CRA|OHL|ROW|LGG|SMW|SGB|THW|JEQ|BSW|BMO|SMA|XOH|TYS|SRI|HLG|YRD|SRL|WTE|WYT|EWD|TLK|WDE|DZY|HNL|WWW|WMC|STY|SAV
R00769,SP003559,YRK,BDT,15,YRK|CHF|SIE|SBY|HOW|GBD|BUH|HUL|CGM|BEV|ARR|HUT|DRF|NFN|BDT
R00770,SP001220,BMO,SAV,19,BMO|SMA|XOH|TYS|SRI|HLG|YRD|SRL|WTE|WYT|EWD|TLK|WDE|DZY|HNL|WWW|WMC|STY|SAV
R00771,SP001221,MAN,SHF,16,MAN|ABY|RDN|BNT|BDY|RML|MPL|NMC|CLY|EDL|HOP|BAM|HSG|GRN|DOR|SHF
R00772,SP001223,MAN,SHF,15,MAN|RDN|BNT|BDY|RML|MPL|NMC|CLY|EDL|HOP|BAM|HSG|GRN|DOR|SHF
R00773,SP001248,KID,SAV,33,KID|BKD|HAG|SBJ|LYE|CRA|OHL|ROW|LGG|SMW|SGB|THW|JEQ|BSW|BMO|SMA|XOH|TYS|SRI|HLG|YRD|SRL|WTE|WYT|EWD|TLK|WDE|DZY|HNL|WWW|WMC|STY|SAV
R00774,SP001225,NVH,BTN,9,NVH|NVN|SEE|XRH|LWS|FMR|MCB|LRB|BTN
R00775,SP001231,SBJ,SAV,30,SBJ|LYE|CRA|OHL|ROW|LGG|SMW|SGB|THW|JEQ|BSW|BMO|SMA|XOH|TYS|SRI|HLG|YRD|SRL|WTE|WYT|EWD|TLK|WDE|DZY|HNL|WWW|WMC|STY|SAV
R00776,SP002610,WOF,SAV,36,WOF|DTW|HBY|KID|BKD|HAG|SBJ|LYE|CRA|OHL|ROW|LGG|SMW|SGB|THW|JEQ|BSW|BMO|SMA|XOH|TYS|SRI|HLG|YRD|SRL|WTE|WYT|EWD|TLK|WDE|DZY|HNL|WWW|WMC|STY|SAV
R00777,SP001234,PLY,GSL,5,PLY|SBV|BAS|CSK|GSL
R00778,SP001235,GSL,PLY,9,GSL|CSK|BAS|BFE|SBV|KEY|DOC|DPT|PLY
R00779,SP001236,PLY,GSL,9,PLY|DPT|DOC|KEY|SBV|BFE|BAS|CSK|GSL
R00780,SP001505,SOU,MAN,54,SOU|SDN|SOA|ESL|XEW|WIN|MIC|BSK|BMY|RDG|GOR|OXF|HYD|XAN|BAN|XFC|LMS|COV|CNL|THL|BKW|HIA|BHI|MGN|LEH|SCF|XOZ|BHM|XOS|SMR|XGJ|XGQ|DDP|TIP|CSY|WVH|XBJ|PKG|STA|SNE|SOT|LPT|KDG|CNG|MAC|PRB|ADC|PYT|BML|CHU|SPT|HTC|LVM|MAN
R00781,SP001238,MAN,RSH,10,MAN|ABY|GTO|FRF|GUI|HYT|HYC|WLY|RML|RSH
R00782,SP003918,SOU,NEM,20,SOU|SDN|SWG|SOA|ESL|XEW|SHW|WIN|MIC|BSK|HOK|WNF|FLE|FNB|BKO|WOK|BFN|WYB|SUR|NEM
R00783,SP001242,WIN,BMH,17,WIN|SHW|XEW|ESL|SOA|SDN|SOU|RDB|TTN|ANF|BCU|SWY|NWM|HNA|CHR|POK|BMH
R00784,SP001243,GCR,WOF,6,GCR|CNM|ASC|XAY|WOS|WOF
R00785,SP001250,HFD,CDF,6,HFD|AGV|PPL|CWM|NWP|CDF
R00786,SP001253,POO,WIN,19,POO|BSM|BMH|POK|CHR|HNA|NWM|SWY|BCU|ANF|TTN|RDB|SOU|SDN|SOA|ESL|XEW|SHW|WIN
R00787,SP001254,NRW,LWT,10,NRW|XWH|BGA|BDA|CNY|REE|HAD|SYT|OUN|LWT
R00788,SP001473,BSW,SAV,13,BSW|BMO|SMA|XOH|TYS|ACG|OLT|SOL|WMR|DDG|WMC|STY|SAV
R00789,SP001257,HOT,TWY,4,HOT|SHI|WGV|TWY
R00790,SP002964,MAN,SHF,18,MAN|ABY|BLV|RRB|RDN|BNT|BDY|RML|MPL|NMC|CLY|EDL|HOP|BAM|HSG|GRN|DOR|SHF
R00791,SP001259,BIS,SRA,18,BIS|SAW|HWM|HWN|RYN|BXB|CHN|WLC|ENL|BMD|PON|MRW|NUM|TOM|XMI|LEB|XTA|SRA
R00792,SP001262,NOT,NRW,20,NOT|XTR|XTG|LBO|MMO|OKM|XMJ|SMD|PBO|WLE|MCH|MNE|XYE|ELY|XYE|BND|TTF|ATL|WMD|NRW
R00793,SP001264,BIS,SRA,12,BIS|SAW|HWN|RYN|BXB|CHN|BMD|TOM|XMI|LEB|XTA|SRA
R00794,SP001266,BKG,SOC,14,BKG|UPM|OCK|CFH|GRY|TIL|ETL|SFO|PSE|BEF|LES|CHW|WCF|SOC
R00795,SP001267,KNT,QPW,8,KNT|NWB|WMB|SBP|HDN|WJL|KNL|QPW
R00796,SP003713,MFH,MAN,43,MFH|JOH|HVF|CLR|CUW|WTL|CMN|XCI|FYS|KWL|PBY|LLE|GWN|SWA|NTH|PTA|BGN|PCD|PYC|CDF|NWP|CWM|PPL|AGV|HFD|LEO|LUD|CRV|CTT|SHR|WEM|PRS|WTC|WRE|NAN|CRE|SDB|CEL|ALD|WML|CHU|SPT|MAN
R00797,SP001269,QRB,RDZ,18,QRB|BNS|RMD|TWI|FEL|SNS|EGH|VIR|LNG|SNG|ACT|MAO|BCE|WKM|WNS|WTI|EAR|RDZ
R00798,SP001270,RDZ,QRB,19,RDZ|EAR|WTI|WNS|WKM|BCE|MAO|ACT|SNG|LNG|VIR|EGH|SNS|FEL|TWI|SMG|RMD|BNS|QRB
R00799,SP001272,GLD,EAD,15,GLD|LRD|CLA|HSY|EFF|BKA|LHD|AHD|EPS|EWW|SNL|WCP|MOT|RAY|EAD
R00800,SP001409,WOK,EAD,11,WOK|WBY|BFN|WYB|WAL|HER|ESH|SUR|NEM|RAY|EAD
R00801,SP001478,GLD,EAD,12,GLD|WOK|WBY|BFN|WYB|WAL|HER|ESH|SUR|NEM|RAY|EAD
R00802,SP001275,EAD,QRB,17,EAD|RAY|NEM|NBT|KNG|HMW|TED|STW|TWI|SMG|RMD|NSH|MTL|BNS|PUT|WNT|QRB
R00803,SP001276,EAD,CSS,7,EAD|RAY|MOT|MAL|TOL|CSN|CSS
R00804,SP001280,QRB,QRB,21,QRB|WNT|PUT|BNS|MTL|NSH|RMD|SMG|TWI|WTN|HOU|ISL|SYL|BFD|KWB|CHK|BNI|BNS|PUT|WNT|QRB
R00805,SP001281,NEM,SOU,18,NEM|SUR|WOK|BKO|FNB|FLE|WNF|HOK|BSK|MIC|WIN|SHW|XEW|ESL|SOA|SWG|SDN|SOU
R00806,SP001283,TRI,EUS,11,TRI|BKM|XOE|HML|KGL|WFJ|BSH|HRW|WMB|XWI|EUS
R00807,SP001288,WNR,QRB,14,WNR|DAT|SNY|WRY|SNS|AFS|FEL|WTN|TWI|SMG|RMD|BNS|PUT|QRB
R00808,SP001834,BCU,WEY,18,BCU|SWY|NWM|HNA|CHR|POK|BMH|BSM|PKS|POO|HAM|HOL|WRM|WOO|MTN|DCH|UPW|WEY
R00809,SP001293,GRA,NOT,7,GRA|BTF|ALK|BIN|RDF|NET|NOT
R00810,SP004260,NOT,STP,20,NOT|BEE|XTR|XTG|EMD|LBO|LEI|MHR|KET|WEL|BDM|FLT|LUT|LTN|SAC|HEN|CRI|WHP|KTN|STP
R00811,SP001301,SNS,RDZ,12,SNS|EGH|VIR|SNG|ACT|MAO|BCE|WKM|WNS|WTI|EAR|RDZ
R00812,SP004200,SOU,BTN,34,SOU|SDN|WLS|NTL|BUO|SNW|FRM|PTC|CSA|HAV|WBL|EMS|SOB|NUT|BOH|FSB|CCH|BAA|FOD|XXA|ANG|GBS|DUR|WWO|WRH|EWR|LAC|SSE|SWK|FSG|PLD|AGT|HOV|BTN
R00813,SP001303,SCN,HNY,5,SCN|BPL|WEO|SOT|HNY
R00814,SP001304,BIF,CKL,16,BIF|ASK|KBF|FOX|GNR|MLM|SIC|BOC|RAV|DRI|SSC|SEL|BYS|NRT|SBS|CKL
R00815,SP001305,MCV,BDI,11,MCV|RCD|SMB|LTL|WDN|TOD|HBD|MYT|SOW|HFX|BDI
R00816,SP001781,NMP,BHM,14,NMP|LBK|RUG|COV|CNL|THL|BKW|HIA|BHI|MGN|LEH|SCF|XOZ|BHM
R00817,SP002164,CKL,LAN,25,CKL|SBS|SEL|SSC|DRI|RAV|BOC|SIC|MLM|GNR|FOX|KBF|ASK|BIF|ROO|DLT|ULV|CAK|KBK|GOS|ARN|SVR|CNF|XOA|LAN
R00818,SP001308,NWD,BAK,8,NWD|CYP|GIP|WNW|SRH|BAL|WSW|BAK
R00819,SP001312,RYS,KGX,23,RYS|AWM|BDK|LET|HIT|SVG|KBW|XGN|WLW|WGC|HAT|BPK|PBR|HDW|NBA|OKL|NSG|AAP|HRN|HGY|FPK|XKB|KGX
R00820,SP001314,NMP,CRE,14,NMP|LBK|RUG|NUN|ATH|PSW|XIM|TAM|LTV|XOI|RGL|XCO|STA|CRE
R00821,SP001315,LVS,DGS,2,LVS|DGS
R00822,SP001316,SBP,KNT,4,SBP|WMB|NWB|KNT
R00823,SP001317,DGS,LVS,2,DGS|LVS
R00824,SP001319,NWP,EBB,9,NWP|PYE|ROR|RCA|CKY|NBE|LTH|EBV|EBB
R00825,SP001320,XOA,NOT,18,XOA|LAN|XOU|WGN|WBQ|XYJ|ACB|WSF|STA|XCO|XOI|XIM|NUN|HNK|LBO|XTG|XTR|NOT
R00826,SP003745,LLE,CDF,15,LLE|GWN|SWA|LAS|SKE|NTH|BNF|BAJ|PTA|PYL|BGN|PCD|LLR|PYC|CDF
R00827,SP001323,RHD,LDS,15,RHD|HIR|SET|LPR|HLD|GGV|SKI|CEY|SON|KEI|CFL|BIY|SAE|SHY|LDS
R00828,SP001324,LLE,SWA,3,LLE|GWN|SWA
R00829,SP002648,EUS,NMP,20,EUS|XWI|WMB|HRW|BSH|WFJ|KGL|APS|HML|XOE|BKM|TRI|CED|XOD|LBZ|BLY|MKC|WOL|XHN|NMP
R00830,SP001328,NOT,LIV,31,NOT|LGM|ALF|CHD|SHF|DOR|GRN|HSG|BAM|HOP|EDL|CLY|HAZ|WSR|DVN|SPT|HTC|LVM|MAN|MCO|DGT|BWD|WAC|WID|HGN|HNX|ALE|WSA|MSH|EDG|LIV
R00831,SP001965,ILK,BDQ,9,ILK|BEY|BUW|MNN|GSY|BLD|SHY|FZH|BDQ
R00832,SP002519,LST,CLT,25,LST|BET|XOW|SRA|MYL|IFD|SVK|CTH|RMF|GDP|HRO|BRE|SNF|INT|CHM|BPA|HAP|WTM|KEL|MKT|COL|HYH|WIV|TLS|CLT
R00833,SP002431,LWT,HPQ,14,LWT|OUS|BCC|BRP|HAS|DSM|SAX|WCM|MES|WDB|WFI|IPS|MIS|HPQ
R00834,SP001334,KYL,UIG,5,KYL|KYK|BDD|PEE|UIG
R00835,SP001335,ULP,IBS,2,ULP|IBS
R00836,SP001338,PRE,CNE,19,PRE|LOH|XLS|BMB|PLS|CYT|MLH|BBN|RIS|CTW|ACR|HCT|HPN|RSG|BUB|BNC|BRF|NEL|CNE
R00837,SP001340,BCY,WCY,9,BCY|HPA|FOH|SYD|PNW|ANZ|NWD|XGU|WCY
R00838,SP001341,COV,EUS,16,COV|RUG|LBK|NMP|XHN|WOL|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
R00839,SP001342,AWK,SHF,9,AWK|BYK|DON|CNS|MEX|SWN|RMC|MHS|SHF
